text	gloss	category
hay là đi mua sắm nhé	MUA SẮM ĐI	Cuộc sống thường nhật
chiếc xe buýt đó đi thẳng tới la	XE BUÝT ĐÓ LOS ANGELES ĐI THẲNG KHÔNG	Cuộc sống thường nhật
lũy tre xanh đã bao bọc lấy ngôi làng quê yên bình	LÀNG QUÊ LUỸ TRE XANH BAO BỌC YÊN BÌNH	Văn hóa và Giáo dục
công ty thợ thủ công tôi có thể giúp gì cho bạn	CÔNG TY THỢ THỦ CÔNG TÔI GIÚP CHO BẠN GÌ	Cuộc sống thường nhật
bạn đã chơi vị trí nào	BẠN CHƠI VỊ TRÍ GÌ	Mối quan hệ
công việc bán hàng đòi hỏi kỹ năng giao tiếp và sự kiên nhẫn	CÔNG VIỆC BÁN HÀNG KĨ NĂNG GIAO TIẾP VÀ KIÊN NHẪN CẦN CÓ	Công việc
được thôi tôi sẽ thất vọng nếu không có chúng	ĐƯỢC NẾU CÓ KHÔNG TÔI THẤT VỌNG	Mối quan hệ
một ly chanh đá mát lạnh giúp giải nhiệt ngày hè oi bức	NGÀY HÈ OI NÓNG 1 LY CHANH ĐÁ GIÚP GIẢI NHIỆT MÁT HƠN	Cuộc sống thường nhật
giờ ra chơi chúng tôi thường chơi cờ ca rô	GIỜ RA CHƠI CHÚNG TÔI CỜ CA RÔ CHƠI	Cuộc sống học đường
việc trèo cây cao mà không có bảo hộ rất nguy hiểm	CÂY CAO TRÈO BẢO HỘ KHÔNG CÓ RẤT NGUY HIỂM	Sức khỏe
địa đạo củ chi là di tích lịch sử nổi tiếng	ĐỊA ĐẠO CỦ CHI LÀ DI TÍCH LỊCH SỬ NỔI TIẾNG	Du lịch
nó không còn nóng nữa	NÓ NÓNG KHÔNG	Cuộc sống thường nhật
du khách thích thú đi qua chiếc cầu tre lắt lẻo bắc qua sông	CHIẾC CẦU TRE DU KHÁCH ĐI QUA THÍCH THÚ	Du lịch
xe lửa tôi sẽ trở về bằng máy bay sau đó	TÀU HOẢ À SAU ĐÓ TÔI ĐI MÁY BAY TRỞ VỀ PHẢI KHÔNG	Công việc
sự hiểu lầm đã gây ra chia rẽ trong tình bạn	SỰ HIỀU LẦM KHIẾN TÌNH BẠN CHIA RẼ	Mối quan hệ
anh thật tốt khi tiễn tôi	ANH ẤY THẬT TỐT KHI TÔI TẠM BIỆT	Du lịch
cô ấy thực sự muốn biết	CÔ ẤY BIẾT MUỐN THẬT	Cuộc sống thường nhật
có hộp các tông sóng	LOẠI THÙNG SÓNG ĐÓ CÓ	Tài chính
còn 9 giờ sáng mai thì sao tôi sẽ đến khách sạn của bạn	9 GIỜ SÁNG MAI THÌ SAO TÔI ĐẾN KHÁCH SẠN BẠN NHÉ	Tài chính
cậu bé rất bướng bỉnh và không bao giờ nghe lời khuyên của ai	CẬU BÉ BƯỚNG BỈNH LỜI KHUYÊN NGHE KHÔNG	Thái độ và Cảm xúc
được rồi hành tinh nào gần mặt trời nhất	HÀNH TINH MẶT TRỜI GẦN NHẤT NÀO	Mối quan hệ
đừng sờ tay vào bếp lò khi nó đang nóng nhé	TAY BẾP LÒ SỜ KHÔNG KHI NÓ NÓNG	Cuộc sống thường nhật
tôi không biết nó trông hơi đỏ nhưng tôi chắc chắn nó không có gì	TÔI BIẾT KHÔNG NHÌN MÀU HƠI ĐỎ NHƯNG CHẮC GÌ KHÔNG CÓ	Mối quan hệ
xin lỗi tôi có thể đặt hàng ngay bây giờ không	XIN LỖI TÔI MÓN GỌI ĐƯỢC CHƯA	Cuộc sống thường nhật
bến phà cát lái luôn tấp nập người và xe qua lại	BẾN PHÀ CÁT LÁI LUÔN TẤP NẬP NGƯỜI XE QUA LẠI	Du lịch
chúc cả nhà có một bữa tối thật vui vẻ và ngon miệng	CHÚC CẢ NHÀ BỮA TỐI VUI VẺ VÀ NGON MIỆNG	Mối quan hệ
không mình mua lúc tan học chiều nay	KHÔNG TÔI MUA CHIỀU NAY TAN HỌC	Cuộc sống thường nhật
cô ấy có một tâm hồn đẹp đẽ và luôn giúp đỡ mọi người	CÔ ẤY TÂM HỒN TÍNH CÁCH ĐẸP GIÚP ĐỠ MỌI NGƯỜI	Thái độ và Cảm xúc
để tôi xem bạn cần gì	TÔI XEM ĐỂ BẠN CẦN GÌ	Cuộc sống thường nhật
tôi đồng ý với bạn chỉ bằng cách này chúng ta có thể giảm bớt các vấn đề giao thông	NÀY GIAO THÔNG VẤN ĐỀ CHÚNG TA GIẢM BỚT BẠN TÔI ĐỒNG Ý	Cuộc sống thường nhật
bạn có muốn thực hiện một cuộc hẹn khác	BẠN HẸN ĐẶT KHÁC CÓ KHÔNG	Công việc
họ chắc là những con vật tuyệt vời	CHÚNG CON VẬT TUYỆT VỜI LÀ HẲN	Mối quan hệ
wow điều này thật tuyệt tôi chưa bao giờ biết món ăn thái lan rất sáng tạo và ngon miệng	WOW MÓN ĂN THÁI SÁNG TẠO NGON ĐẾN THẾ VỪA VỪA NGỜ KHÔNG TÔI THẬT TUYỆT	Cuộc sống thường nhật
tôi có thể uống bia không	TÔI BIA UỐNG ĐƯỢC KHÔNG	Cuộc sống thường nhật
tôi muốn ăn đồ ăn việt nam cho bữa tối	TÔI ĐỒ ĂN VIỆT NAM BỮA TỐI	Mối quan hệ
trung thu là dịp để trẻ em rước đèn phá cỗ	TRUNG THU TRẺ EM RƯỚC ĐÈN PHÁ CỔ	Văn hóa và Giáo dục
chiếc xe buýt dừng lại để đón thêm hành khách lên xe	XE BUÝT DỪNG LẠI ĐỂ HÀNH KHÁCH LÊN THÊM	Cuộc sống thường nhật
tôi vừa mua một chiếc vợt cầu lông mới để tập thể thao	TÔI VỢT CẦU LÔNG MỚI VỪA MUA ĐỂ TẬP THỂ THAO	Cuộc sống thường nhật
chủ nhật thì sao	CHỦ NHẬT THÌ SAO	Mối quan hệ
mọi chuyện ổn chứ thưa bà	MỌI CHUYỆN ỔN KHÔNG	Tài chính
co thể mang cái bánh thứ ba cho chồng tôi được không 	BẠN CÁI BÁNH THỨ BA MANG CHO CHỒNG TÔI ĐƯỢC KHÔNG	Cuộc sống thường nhật
bạn có thay đổi nó thành một cái mới không	BẠN CÁI MỚI ĐỔI CHƯA	Cuộc sống thường nhật
mỗi người cần có trách nhiệm hoàn thành tốt công việc của mình	MỖI NGƯỜI CÔNG VIỆC TRÁCH NHIỆM HOÀN THÀNH CẦN CÓ	Công việc
màu cam đấy	MÀU CAM	Cuộc sống thường nhật
được rồi vậy tôi sẽ làm giúp bạn còn gì nữa không	ĐƯỢC TÔI SẼ LÀM GIÚP BẠN CÒN GÌ KHÔNG	Cuộc sống thường nhật
tôi không biết nó đã ở đó khi tôi thức dậy sáng nay	TÔI KHÔNG RÕ SÁNG DẬY THẤY NÓ ĐÓ Ở RỒI	Sức khỏe
mẹ tôi đi chợ mua rau mồng tơi	MẸ TÔI ĐI CHỢ RAU MỒNG TƠI MUA	Cuộc sống thường nhật
trong trường hợp khẩn cấp hãy gọi ngay số điện thoại này	TRONG TRƯỜNG HỢP KHẨN CẤP SỐ ĐIỆN THOẠI NÀY GỌI NGAY	Sức khỏe
đi bộ ở đây không tuyệt sao	ĐI BỘ ĐÂY THÍCH THẬT	Thái độ và Cảm xúc
bạn có cần bất cứ điều gì tạp hóa	BẠN MUA THÊM GÌ CẦN KHÔNG ĐỒ TẠP HÓA CHẲNG HẠN	Mối quan hệ
tôi có thể đặt một cái gì đó trong túi xách này	TÔI ĐẶT TÚI XÁCH TRONG GÌ	Du lịch
tôi ghét thời tiết nóng tôi thà ở trong nhà với điều hòa không khí	TÔI THỜI TIẾT NÓNG GHÉT TÔI Ở TRONG NHÀ VỚI ĐIỀU HÒA KHÔNG KHÍ	Mối quan hệ
không làm ơn tôi không thể để anh làm vậy được	KHÔNG ANH LÀM NHƯ THẾ ĐỪNG	Thái độ và Cảm xúc
đứng trước biển cả bao la tôi cảm thấy mình thật nhỏ bé	TRƯỚC BIỂN TÔI NHỎ BÉ	Du lịch
ồ tôi thấy rồi thời tiết đẹp nên được chia sẻ cho mọi người	Ồ TÔI THẤY RỒI THỜI TIẾT ĐẸP NÊN MỌI NGƯỜI CHIA SẺ CHO	Mối quan hệ
nó sẽ như thế nào	NÓ THẾ NÀO	Cuộc sống thường nhật
tôi muốn thay đổi thời gian thức dậy của tôi	TÔI THỜI GIAN THỨC DẬY CỦA TÔI THAY ĐỔI	Du lịch
sáng nào bố tôi cũng đến cơ quan làm việc từ rất sớm	BUỔI SÁNG BỐ TÔI CƠ QUAN ĐẾN LÀM VIỆC SỚM	Công việc
đây là cơ hội tốt để các sinh viên quốc tế cùng nhau giao lưu	ĐÂY LÀ CƠ HỘI TỐT ĐỂ CÁC SINH VIÊN QUỐC TẾ GIAO LƯU CÙNG NHAU	Văn hóa và Giáo dục
mẹ tôi dùng củ cải trắng để nấu món canh ngọt	MẸ CỦ CẢI TRẮNG DÙNG MÓN CANH NGỌT NẤU	Cuộc sống thường nhật
cô có muốn uống sữa không	CÔ UỐNG SỮA MUỐN KHÔNG	Cuộc sống thường nhật
nó có hấp dẫn không	NÓ HẤP DẪN CÓ KHÔNG	Mối quan hệ
vâng một ly rượu vang đỏ và một tách cà phê	RƯỢU VANG LY 1 CÀ PHÊ TÁCH 1	Cuộc sống thường nhật
khi nào đám cưới của bạn sẽ diễn ra	BẠN CƯỚI KHI NÀO	Mối quan hệ
tôi sẽ uống một ly bia còn bạn thì sao	TÔI UỐNG BIA CÒN BẠN THÌ SAO	Cuộc sống thường nhật
cô gái may mắn là ai	CÔ GÁI MAY MẮN AI	Thái độ và Cảm xúc
người nông dân đang phơi thóc trên sân gạch đỏ	NGƯỜI NÔNG DÂN TRÊN SÂN GẠCH ĐỎ PHƠI THÓC	Cuộc sống thường nhật
tôi rất vui khi nghe điều đó	KHI NGHE ĐIỀU ĐÓ TÔI VUI	Cuộc sống thường nhật
môn giáo dục thể chất giúp chúng em rèn luyện sức khỏe	MÔN GIÁO DỤC THỂ CHẤT EM SỨC KHOẺ RÈN LUYỆN GIÚP NHIỀU	Cuộc sống học đường
đó là rất nhiều bạn bè bạn có một người bạn tốt nhất	NHIỀU BẠN GHÊ BẠN CÓ NGƯỜI BẠN THÂN NHẤT KHÔNG	Mối quan hệ
ok tôi thích câu cá rất nhiều	TÔI CÂU CÁ THÍCH RẤT NHIỀU	Mối quan hệ
ok tôi sẽ	OK TÔI SẼ	Cuộc sống thường nhật
chào mừng đến với trung quốc paula	CHÀO MỪNG TRUNG QUỐC ĐẾN	Mối quan hệ
tôi nghĩ chúng ta nên bắt đầu dọn dẹp trước khi các vị khách đến đây	TÔI NGHĨ CHÚNG TA DỌN DẸP BẮT ĐẦU TRƯỚC CÁC VỊ KHÁCH ĐẾN	Cuộc sống thường nhật
anh ấy rất dễ nổi nóng khi gặp phải những chuyện không vừa ý	ANH ẤY CHUYỆN KHÔNG VỪA Ý GẶP NỔI NÓNG DỄ	Thái độ và Cảm xúc
tỉnh vĩnh long nổi tiếng với những vườn cây trái sum suê	TỈNH VĨNH LONG VƯỜN CÂY TRÁI TRĨU QUẢ NỔI TIẾNG	Du lịch
công ty chúng tôi vừa mở thêm một cơ sở mới	CHÚNG TÔI CÔNG TY CƠ SỞ MỚI MỞ THÊM	Công việc
bạn đang tìm kiếm loại công việc nào	BẠN TÌM KIẾM LOẠI CÔNG VIỆC NÀO	Công việc
cả khu phố bị mất điện từ sáng đến giờ	CẢ KHU PHỐ ĐIỆN MẤT TỪ SÁNG ĐẾN GIỜ	Cuộc sống thường nhật
bây giờ anh đi đâu	BÂY GIỜ BẠN ĐI ĐÂU	Mối quan hệ
tôi gặp cô ấy khoảng một năm trước	1 NĂM TRƯỚC TÔI CÔ ẤY GẶP	Mối quan hệ
ok thưa ngài chờ một phút	VÂNG THƯA NGÀI XIN CHỜ MỘT CHÚT	Cuộc sống thường nhật
nó có thể đau một lúc bạn sẽ ổn thôi	NÓ ĐAU MỘT LÚC CÓ THỂ BẠN ỔN SẼ	Cuộc sống thường nhật
con rất phấn khích mẹ ơi một đứa bé mới sinh	CON RẤT THÍCH MẸ ƠI EM BÉ SINH MỚI	Mối quan hệ
họ có đi học không	HỌ ĐI HỌC CÓ KHÔNG	Mối quan hệ
cô giáo yêu cầu xác định điểm ở giữa đoạn thẳng ab	ĐIỂM Ở GIỮA ĐOẠN THẲNG AB CÔ GIÁO YÊU CẦU TÌM	Cuộc sống học đường
thói quen nước tới chân mới nhảy sẽ khiến bạn gặp nhiều rắc rối	THÓI QUEN NƯỚC TỚI CHÂN MỚI NHẢY CỦA BẠN RẮC RỐI SẼ GẶP	Thái độ và Cảm xúc
bạn đang làm gì vậy bạn	BẠN LÀM GÌ	Cuộc sống thường nhật
chúng ta cần rửa tay sạch sẽ để loại bỏ vi khuẩn	CHÚNG TA TAY RỬA CẦN SẠCH SẼ VI KHUẨN LOẠI BỎ	Sức khỏe
khi nào bạn muốn nó được giao	BẠN GIAO HÀNG MUỐN KHI NÀO	Công việc
anh ấy đã trình bày một ý tưởng kinh doanh rất độc đáo	ANH ẤY Ý TƯỞNG KINH DOANH TUYỆT VỜI PHÁT BIỂU	Công việc
vâng bạn xuống xe buýt ở quảng trường	BẠN XE BUÝT XUỐNG CÔNG VIÊN	Cuộc sống thường nhật
tôi xin lỗi thưa ông bạn có thể cho tôi biết số phòng của bạn	XIN LỖI SỐ PHÒNG CỦA BẠN CHO TÔI ĐƯỢC KHÔNG	Du lịch
mưa cuối cùng đã dừng lại	CUỐI CÙNG MƯA DỪNG LẠI	Cuộc sống thường nhật
làm thế nào để đôi môi không nứt nẻ	ĐÔI MÔI NỨT NẺ KHÔNG LÀM THẾ NÀO	Mối quan hệ
những gì bạn muốn có táo hoặc cam 	NHỮNG GÌ BẠN CÓ TÁO HOẶC CAM	Cuộc sống thường nhật
vâng tôi đã từng có một công việc bán thời gian trong công ty quảng cáo	TÔI CÔNG VIỆC BÁN THỜI GIAN CÓ TRONG CÔNG TY QUẢNG CÁO RỒI	Công việc
vị đạo diễn tài ba đang chỉ đạo một cảnh quay rất quan trọng	ĐẠO DIỄN TÀI BA CẢNH QUAY CHỈ ĐẠO QUAN TRỌNG	Công việc
ok đó là đủ	OK ĐỦ RỒI	Cuộc sống thường nhật
bạn không nên dùng lời lẽ châm chọc người khác	BẠN LỜI LẼ CHÂM CHỌC TRÊU TRỌC NGƯỜI KHÁC KHÔNG NÊN	Thái độ và Cảm xúc
đế chế la mã đã sụp đổ từ nhiều thế kỷ trước	QUỐC GIA LA MÃ SỤP ĐỔ TỪ NHIỀU NĂM TRƯỚC	Văn hóa và Giáo dục
trợ giúp sẽ có mặt ở đó chỉ trong vài phút	NHÂN VIÊN HỖ TRỢ CÓ MẶT 5 PHÚT	Cuộc sống thường nhật
cô giáo nắn nót viết từng chữ lên trang giấy trắng	CÔ GIÁO TỪNG CHỮ VIẾT NẮN NÓT CẨN THẬN TRÊN GIẤY TRẮNG	Cuộc sống học đường
họ luôn giữ gìn mối quan hệ bạn bè thân thiết nhiều năm	QUAN HỆ BẠN BÈ THÂN THIẾT GIỮ GÌN QUA NĂM NHIỀU	Mối quan hệ
chúng ta nên luyện tập thể dục thể thao mỗi ngày	CHÚNG TA THỂ DỤC THỂ THAO LUYỆN TẬP MỖI NGÀY NÊN	Sức khỏe
còn thời tiết ở boston thì sao	CÒN THỜI TIẾT Ở BOSTON THÌ SAO	Mối quan hệ
tại sao cả hai không đi ra ngoài	CẢ HAI ĐI RA NGOÀI KHÔNG TẠI SAO	Mối quan hệ
tôi muốn mua một số đặc sản bạn có thể giới thiệu cho tôi một vài	TÔI MUA ĐỒ ĂN NGON MỘT SỐ MUỐN BẠN CÓ THỂ GIỚI THIỆU CHO TÔI	Cuộc sống thường nhật
mẹ dùng lồng bàn đậy mâm cơm lại cho khỏi ruồi	MẸ MÂM CƠM LỒNG BÀN ĐẬY LẠI TRÁNH RUỒI	Cuộc sống thường nhật
chữ đ là một phụ âm trong bảng chữ cái tiếng việt	CHỮ Đ BẢNG CHỮ CÁI TIẾNG VIỆT PHỤ ÂM 1	Văn hóa và Giáo dục
du khách rất thích thú khi tham quan chợ nổi cái răng	KHI DU LỊCH CHỢ NỔI CÁI RĂNG DU KHÁCH THÍCH THÚ	Du lịch
dài hay ngắn thẳng quăn	TÓC DÀI HAY NGẮN THẲNG HAY XOĂN	Cuộc sống thường nhật
bé đang chơi với khối rubik hình lập phương nhiều màu	BÉ KHỐI RUBIK HÌNH LẬP PHƯƠNG NHIỀU MÀU CHƠI	Cuộc sống thường nhật
tôi tự hỏi nếu chúng ta có thể thay đổi nhiệt độ	TÔI NGHĨ NHIỆT ĐỘ CHỈNH ĐƯỢC KHÔNG	Thái độ và Cảm xúc
ai cũng cần một cái cờ lê	MỌI NGƯỜI CỜ LÊ 1 CẦN	Cuộc sống thường nhật
vâng phanh xe ô tô của tôi hỏng rồi	PHANH XE HỎNG RỒI	Cuộc sống thường nhật
tất nhiên miễn là thẻ được giữ tốt	THẺ DÙNG TỐT CÒN MIỄN LÀ	Cuộc sống học đường
trong chiến tranh họ đã từng là kẻ thù của nhau	TRONG CHIẾN TRANH HỌ LÀ KẺ THÙ CỦA NHAU	Chính trị
cảm ơn đã nhắc nhở tôi tôi đã quên để có được tôi	CẢM ƠN VÌ NHẮC NHỞ TÔI TÔI QUÊN CÓ	Cuộc sống thường nhật
làm thế nào tôi có thể giúp bạn	TÔI GIÚP BẠN LÀM THẾ NÀO	Du lịch
bác sĩ yêu cầu bệnh nhân ở lại để theo dõi thêm tình hình	BÁC SĨ BỆNH NHÂN YÊU CẦU Ở LẠI ĐỂ SỨC KHOẺ THEO DÕI THÊM	Sức khỏe
ồ gia đình tôi sẽ thích cái này tôi sẽ lấy nó	Ồ GIA ĐÌNH TÔI MÓN NÀY THÍCH LẮM TÔI NÓ LẤY NHÉ	Cuộc sống thường nhật
phí này có bao gồm mọi thứ không	TIỀN NÀY TẤT CẢ BAO GỒM CÓ	Du lịch
tình bạn của chúng tôi ngày càng trở nên gắn bó hơn	CHÚNG TÔI TÌNH BẠN TRỞ NÊN GẮN BÓ HƠN	Mối quan hệ
tôi có thể nói chuyện với bạn không	TÔI BẠN NÓI CHUYỆN CÓ KHÔNG	Công việc
chúng ta phải cắt giảm mua sắm từ bây giờ	CHÚNG TA MUA SẮM GIẢM BÂY GIỜ	Cuộc sống thường nhật
đôi tay của mẹ đã chai sần vì năm tháng vất vả	MẸ ĐÔI TAY CHAI SẦN VÌ VẤT VẢ NHIỀU NĂM	Mối quan hệ
tôi có thể xin giấy phép ngay hôm nay không	TÔI GIẤY PHÉP XIN NGAY HÔM NAY CÓ THỂ ĐƯỢC KHÔNG	Cuộc sống thường nhật
đó là tin tuyệt vời bạn trông thoải mái hơn nhiều so với ngày hôm qua	TIN TUYỆT VỜI ĐẤY BẠN TRÔNG THOẢI MÁI HƠN NHIỀU HÔM QUA SO VỚI	Mối quan hệ
mọi người đều mắc sai lầm trong cuộc sống	MỌI NGƯỜI SAI LẦM ĐỀU CÓ TRONG CUỘC SỐNG	Thái độ và Cảm xúc
cô ấy rất thích ăn socola đắng vào những ngày mưa	NHỮNG NGÀY MƯA CÔ ẤY SOCOLA ĐẮNG ĂN THÍCH	Cuộc sống thường nhật
đông timor là một quốc gia nhỏ tại đông nam á	ĐÔNG TIMOR QUỐC GIA 1 NHỎ TẠI ĐÔNG NAM Á	Chính trị
tiếc quá thứ sáu được không	TIẾC QUA THỨ SÁU ĐƯỢC KHÔNG	Công việc
bà stevens sẽ ở bên bạn trong giây lát tôi có thể mời bạn uống gì không	TRONG KHI CHỜ BẠN DÙNG GÌ TÔI MỜI ĐƯỢC KHÔNG	Công việc
mẹ ơi con có giống siêu nhân không tất cả những gì con cần là một chiếc áo choàng	MẸ ƠI CON SIÊU NHÂN GIỐNG CÓ KHÔNG CON ÁO CHOÀNG 1 CẦN	Cuộc sống thường nhật
chắc chắn đó sẽ là tuyệt vời tôi sẽ mang rượu vang	TỐT TÔI MANG RƯỢU VANG ĐẾN	Mối quan hệ
câu hỏi bạn yêu tôi không phải lúc nào cũng dễ trả lời	CÂU HỎI BẠN YÊU TÔI KHÔNG TRẢ LỜI KHÓ	Mối quan hệ
lớp của tôi có 50 hs 1 lớp trưởng và 2 lớp phó	LỚP CỦA TÔI HỌC SINH 50 LỚP TRƯỞNG 1 LỚP PHÓ 2	Cuộc sống học đường
tốc độ của bạn sau đó là gì	LÚC ĐÓ BẠN CHẠY TỐC ĐỘ BAO NHIÊU	Chính trị
bạn đang bỏ phiếu cho ai	BẠN BỎ PHIẾU CHO AI	Chính trị
vườn nhà tôi trồng rất nhiều mít	NHÀ TÔI VƯỜN MÍT TRỒNG NHIỀU	Văn hóa và Giáo dục
tôi muốn có một bức ảnh	TÔI BỨC ẢNH MỘT MUỐN	Cuộc sống thường nhật
wow bạn nói đúng mọi thứ ngon tuyệt xin hãy đưa hạt tiêu cho tôi	WOW BẠN ĐÚNG MỌI THỨ NGON HẠT TIÊU CHO TÔI XIN	Cuộc sống thường nhật
được rồi nhưng tôi nghĩ anh nên chuyển đi sớm	TÔI NGHĨ ANH CHUYỂN ĐI SỚM NÊN	Mối quan hệ
chiều nào chúng tôi cũng rủ nhau ra sân vận động đá bóng	MỌI BUỔI CHIỀU CHÚNG TÔI RỦ NHAU SÂN VẬN ĐỘNG RA ĐÁ BÓNG	Sức khỏe
biên tập viên đang cẩn thận chỉnh sửa lại bản thảo cuối cùng	BIÊN TẬP VIÊN BẢN THẢO CUỐI CÙNG CHỈNH SỬA CẨN THẬN	Công việc
xin lỗi vì đã ngắt lời	XIN LỖI VÌ NGẮT LỜI	Cuộc sống thường nhật
tôi biết một thợ làm tóc tuyệt vời không xa đây và cô ấy cũng dễ thương	TÔI BIẾT THỢ LÀM TÓC GIỎI GẦN ĐÂY CÔ ẤY DỄ THƯƠNG	Mối quan hệ
tôi xin lỗi bạn đang đi ăn trưa	XIN LỖI BẠN ĂN TRƯA ĐI PHẢI KHÔNG	Cuộc sống thường nhật
buổi sáng con gà trống gáy vang đánh thức mọi người dậy	BUỔI SÁNG CON GÀ TRỐNG GÁY VANG ĐÁNH THỨC MỌI NGƯỜI DẬY	Cuộc sống thường nhật
không tôi sẽ gửi một chiếc xe lớn hơn để đón bạn	TÔI XE LỚN HƠN CHO ĐÓN BẠN SẼ KHÔNG	Cuộc sống thường nhật
con chồn nhanh nhẹn luồn lách qua các bụi cây rậm rạp	CON CHỒN CÁC BỤI CÂY LUỒN LÁCH NHANH NHẸN	Cuộc sống thường nhật
điều này sẽ được vui vẻ xem này	ĐIỀU NÀY VUI VẺ XEM	Cuộc sống thường nhật
tiếng kèn đồng vang lên rộn rã trong buổi lễ khai giảng năm học	TIẾNG KÈN ĐỒNG LỄ KHAI GIẢNG NĂM HỌC MỚI VANG LÊN RỘN RÃ	Văn hóa và Giáo dục
đó là ai	AI VẬY	Mối quan hệ
có đau không	ĐAU CÓ KHÔNG	Sức khỏe
mẹ đang dùng chảo để rán trứng cho bữa sáng	MẸ CHẢO DÙNG ĐỂ BỮA SÁNG TRỨNG RÁN	Cuộc sống thường nhật
con ếch ngồi trên lá sen kêu ộp ộp trong đêm	TRONG ĐÊM CON ẾCH TRÊN LÁ SEN NGỒI ỘP ỘP KÊU	Cuộc sống thường nhật
tôi nghĩ rằng chúng tôi có đặt phòng	TÔI NGHĨ CHÚNG TÔI PHÒNG ĐẶT	Du lịch
tôi đã học cho kỳ thi của tôi kỳ thi ở trường sẽ bắt đầu vào tháng tới	TÔI HỌC KỲ THI RỒI KỲ THI Ở TRƯỜNG BẮT ĐẦU THÁNG TỚI	Mối quan hệ
